Sent,Word,Tag
sent: 211,.....,O
sent: 211,Abeer,B-PERSON
sent: 211,aur,O
sent: 211,Gulaal,B-PERSON
sent: 211,Sringaar,B-PLACE
sent: 211,....,O
sent: 211,http://t.co/9u3oSE0Lwy,O
sent: 212,RT,O
sent: 212,@CricketNDTV,O
sent: 212,:,O
sent: 212,#AsiaCup,O
sent: 212,India,B-PLACE
sent: 212,:,O
sent: 212,Dhawan,B-PERSON
sent: 212,",",O
sent: 212,Rohit,B-PERSON
sent: 212,",",O
sent: 212,Kohli,B-PERSON
sent: 212,",",O
sent: 212,Rahane,B-PERSON
sent: 212,",",O
sent: 212,Rayudu,B-PERSON
sent: 212,",",O
sent: 212,Karthik,B-PERSON
sent: 212,",",O
sent: 212,Jadeja,B-PERSON
sent: 212,",",O
sent: 212,Ashwin,B-PERSON
sent: 212,",",O
sent: 212,Mishra,B-PERSON
sent: 212,",",O
sent: 212,Shami,B-PERSON
sent: 212,",",O
sent: 212,Bhuvneshwar,B-PERSON
sent: 212,http://t.co/ls5I,O
sent: 213,RT,O
sent: 213,@trevias_azuis,O
sent: 213,:,O
sent: 213,Congress,B-ORGANISATION
sent: 213,:,O
sent: 213,hum,O
sent: 213,chor,O
sent: 213,hai,O
sent: 213,",",O
sent: 213,hum,O
sent: 213,deesh,O
sent: 213,ko,O
sent: 213,loot,O
sent: 213,k,O
sent: 213,kha,O
sent: 213,rahe,O
sent: 213,the,O
sent: 213,.,O
sent: 213,But,O
sent: 213,dare,O
sent: 213,u,O
sent: 213,raise,O
sent: 213,fingers,O
sent: 213,upon,O
sent: 213,us,O
sent: 213,Desh,O
sent: 213,toh,O
sent: 213,humare,O
sent: 213,baap,O
sent: 213,ka,O
sent: 213,ha,O
sent: 214,RT,O
sent: 214,@exasperating_,O
sent: 214,:,O
sent: 214,',O
sent: 214,ammi,O
sent: 214,kal,O
sent: 214,se,O
sent: 214,tatti,O
sent: 214,nahi,O
sent: 214,aye,O
sent: 214,',O
sent: 214,http://t.co/hNtZNYnAow,O
sent: 215,Lala,O
sent: 215,toh,O
sent: 215,gyo,O
sent: 215,!!!,O
sent: 215,Afridi,B-PERSON
sent: 215,roasted,O
sent: 215,by,O
sent: 215,@imVkohli,O
sent: 215,#IndvsPak,O
sent: 215,#IndWins,O
sent: 216,RT,O
sent: 216,@insan_neha,O
sent: 216,:,O
sent: 216,@Gurmeetramrahim,O
sent: 216,#MustWatchMSG,O
sent: 216,ur,O
sent: 216,Acting,O
sent: 216,Papaa,O
sent: 216,..,O
sent: 216,Masha,O
sent: 216,Allah,O
sent: 216,..,O
sent: 216,Aattttt,O
sent: 216,..,O
sent: 216,Sirraaa,O
sent: 216,No,O
sent: 216,words,O
sent: 216,Papa,O
sent: 216,Love,O
sent: 216,You,O
sent: 216,..,O
sent: 216,My,O
sent: 216,Papa,O
sent: 216,The,O
sent: 216,Great,O
sent: 216,mua,O
sent: 217,Naam,O
sent: 217,mein,O
sent: 217,hi,O
sent: 217,BT,O
sent: 217,hai,O
sent: 217,.,O
sent: 217,Kaise,O
sent: 217,chalegi,O
sent: 217,BT,O
sent: 217,Brinjal,O
sent: 217,India,B-PLACE
sent: 217,mein,O
sent: 217,bc,O
sent: 217,.,O
sent: 218,RT,O
sent: 218,@iamsrk,O
sent: 218,:,O
sent: 218,Kya,O
sent: 218,baat,O
sent: 218,hai,O
sent: 218,...,O
sent: 218,Haryana,B-PLACE
sent: 218,ka,O
sent: 218,Sher,O
sent: 218,aa,O
sent: 218,gaya,O
sent: 218,...,O
sent: 218,Sultan,B-PERSON
sent: 218,Bhaijaan,I-PERSON
sent: 218,https://t.co/PB8JynGyKf,O
sent: 219,RT,O
sent: 219,@sheshnath99,O
sent: 219,:,O
sent: 219,1950,O
sent: 219,:,O
sent: 219,Muktesvara,B-PLACE
sent: 219,is,O
sent: 219,10th,O
sent: 219,century,O
sent: 219,Temple,O
sent: 219,of,O
sent: 219,Lord,O
sent: 219,Shiva,B-PERSON
sent: 219,",",O
sent: 219,Bhubaneshwar,B-PLACE
sent: 219,.,O
sent: 219,#MahaShivratri,O
sent: 219,#Mahadev,O
sent: 219,http://t.co/i7FRZzVX59,O
sent: 219,via,O
sent: 219,@,O
sent: 220,Time,O
sent: 220,for,O
sent: 220,another,O
sent: 220,wicket,O
sent: 220,india,B-PLACE
sent: 220,!,O
sent: 220,#IndvsSA,O
sent: 221,@spanikkal,O
sent: 221,@ankitlal,O
sent: 221,@chetan_bhagat,O
sent: 221,kya,O
sent: 221,bhigo,O
sent: 221,Ke,O
sent: 221,mara,O
sent: 221,hi,O
sent: 221,sir,O
sent: 221,chetan,B-PERSON
sent: 221,Ke,O
sent: 221,",",O
sent: 221,super,O
sent: 221,se,O
sent: 221,uppar,O
sent: 221,Wala,O
sent: 221,shot,O
sent: 222,RT,O
sent: 222,@OYERJALOK,O
sent: 222,:,O
sent: 222,And,O
sent: 222,the,O
sent: 222,Rockkkkk,O
sent: 222,is,O
sent: 222,Cookingggggggg,O
sent: 222,@TheRock,O
sent: 222,with,O
sent: 222,@priyankachopra,O
sent: 222,while,O
sent: 222,#Baywatch,O
sent: 222,film,O
sent: 222,Shoot,O
sent: 222,.,O
sent: 222,@baywatchmovie,O
sent: 222,#RjAlok,O
sent: 222,https://,O
sent: 223,Happy,O
sent: 223,Women's,O
sent: 223,day,O
sent: 223,to,O
sent: 223,wuss,O
sent: 223,Rahul,B-PERSON
sent: 223,Gandhi,I-PERSON
sent: 223,.,O
sent: 223,#WomensDay,O
sent: 224,RT,O
sent: 224,@BCCI,O
sent: 224,:,O
sent: 224,Dear,O
sent: 224,@virendersehwag,O
sent: 224,pa,O
sent: 224,",",O
sent: 224,can,O
sent: 224,you,O
sent: 224,please,O
sent: 224,get,O
sent: 224,Nehra,B-PERSON
sent: 224,ji,O
sent: 224,on,O
sent: 224,social,O
sent: 224,media,O
sent: 224,?,O
sent: 224,https://t.co/3SsWb5hj0h,O
sent: 225,Aa,O
sent: 225,Gaye,O
sent: 225,harami,O
sent: 225,pan,O
sent: 225,per,O
sent: 225,ye,O
sent: 225,he,O
sent: 225,hai,O
sent: 225,in,O
sent: 225,ke,O
sent: 225,jaat,O
sent: 225,aur,O
sent: 225,kuch,O
sent: 225,nahi,O
sent: 225,AK,O
sent: 225,aap,O
sent: 225,sucche,O
sent: 225,ho,O
sent: 225,aur,O
sent: 225,such,O
sent: 225,ke,O
sent: 225,sath,O
sent: 225,Allah,O
sent: 225,hai,O
sent: 225,.,O
sent: 225,#ModiFearsKejriwal,O
sent: 226,RT,O
sent: 226,@RpG_89,O
sent: 226,:,O
sent: 226,HAHAHHA,O
sent: 226,Arunachal,B-PLACE
sent: 226,bhi,O
sent: 226,Gayi,O
sent: 226,!!,O
sent: 226,Kamal,O
sent: 226,khila,O
sent: 226,Arunachal,B-PLACE
sent: 226,mein,O
sent: 226,:D,O
sent: 226,https://t.co/Sra3yt9qap,O
sent: 227,@takshak_speaks,O
sent: 227,Garmi,O
sent: 227,badh,O
sent: 227,gyi,O
sent: 227,hai,O
sent: 227,..,O
sent: 227,Tu,O
sent: 227,bata,O
sent: 227,..,O
sent: 227,Tweet,B-ORGANISATION
sent: 227,like,O
sent: 227,karna,O
sent: 227,kab,O
sent: 227,shuru,O
sent: 227,karega,O
sent: 227,dobara,O
sent: 228,#MSGthoughts,O
sent: 228,wooooov,O
sent: 228,Salute,O
sent: 228,u,O
sent: 228,to,O
sent: 228,guru,O
sent: 228,ji,O
sent: 228,@Gurmeetramrahim,O
sent: 229,Happy,O
sent: 229,Mahashivratri,O
sent: 229,to,O
sent: 229,all,O
sent: 229,friends,O
sent: 229,.,O
sent: 229,maulik,B-PERSON
sent: 229,.,O
sent: 229,mb,O
sent: 229,raj_n_ish,O
sent: 229,ajay_vora,O
sent: 229,rajdeepsinhjadeja75,O
sent: 229,jaydipjarsaniya,O
sent: 229,http://t.co/z8O7i59iUc,O
sent: 230,#mahi,O
sent: 230,paai,O
sent: 230,",",O
sent: 230,tussi,O
sent: 230,great,O
sent: 230,ho,O
sent: 230,...,O
sent: 230,#tofu,O
sent: 230,kabool,O
sent: 230,karo,O
sent: 231,@Gurmeetramrahim,O
sent: 231,#MustWatchMSG,O
sent: 231,Thankyouuu,O
sent: 231,Soo,O
sent: 231,Muchh,O
sent: 231,Papaa,O
sent: 231,For,O
sent: 231,Everything,O
sent: 231,...,O
sent: 231,Hamesha,O
sent: 231,Sath,O
sent: 231,Rehna,O
sent: 231,Pa,O
sent: 231,Aapke,O
sent: 231,Bina,O
sent: 231,Mera,O
sent: 231,Koi,O
sent: 231,Nai,O
sent: 231,Hai,O
sent: 231,..,O
sent: 231,Love,O
sent: 231,You,O
sent: 231,..,O
sent: 232,Raina,B-PERSON
sent: 232,ne,O
sent: 232,Rain,O
sent: 232,laga,O
sent: 232,di,O
sent: 232,re,O
sent: 232,bawa,O
sent: 232,#IndvsPak,O
sent: 233,Sub,O
sent: 233,Lok,O
sent: 233,Ek,O
sent: 233,Particular,O
sent: 233,day,O
sent: 233,pe,O
sent: 233,hi,O
sent: 233,kyu,O
sent: 233,Bhagwanji,O
sent: 233,ko,O
sent: 233,Yaadh,O
sent: 233,karte,O
sent: 233,hai,O
sent: 233,#MahaShivratri,O
sent: 233,#Ramnavmi,O
sent: 233,#ganeshChaturthi,O
sent: 233,#hanumanjayanti,O
sent: 234,Jammu,B-PLACE
sent: 234,",",O
sent: 234,Bhutan,B-PLACE
sent: 234,",",O
sent: 234,Nepal,B-PLACE
sent: 234,",",O
sent: 234,Laddakh,B-PLACE
sent: 234,.,O
sent: 234,Too,O
sent: 234,much,O
sent: 234,adventure,O
sent: 234,.,O
sent: 234,Samajh,O
sent: 234,nahi,O
sent: 234,aata,O
sent: 234,Motabhai,O
sent: 234,PM,O
sent: 234,bane,O
sent: 234,hain,O
sent: 234,ya,O
sent: 234,Roadie,O
sent: 234,.,O
sent: 234,;),O
sent: 234,king,O
sent: 234,awesome,O
sent: 234,"""",O
sent: 234,muhaaaaaaaaaa,O
sent: 235,@itsSSR,O
sent: 235,@anky1912,O
sent: 235,awwww,O
sent: 235,happy,O
sent: 235,birthday,O
sent: 235,ankita,B-PERSON
sent: 235,lokhande,I-PERSON
sent: 235,na,O
sent: 235,kar,O
sent: 235,ke,O
sent: 235,Chutti,O
sent: 235,li,O
sent: 235,h,O
sent: 235,#RahulOnLeave,O
sent: 235,#,O
sent: 235,@balliawalebaba,O
sent: 235,@choriketweet,O
sent: 235,-AD,O
sent: 236,Don't,O
sent: 236,knw,O
sent: 236,whos,O
sent: 236,gonna,O
sent: 236,win,O
sent: 236,#WT20,O
sent: 236,but,O
sent: 236,Afghanistan,B-PLACE
sent: 236,already,O
sent: 236,won,O
sent: 236,hearts,O
sent: 236,of,O
sent: 236,the,O
sent: 236,billions,O
sent: 236,...,O
sent: 236,afghan,O
sent: 236,jalebi,O
sent: 236,hahaha,O
sent: 236,#WIvsAFG,O
sent: 236,#AFGvWI,O
sent: 236,#Cricket,O
sent: 237,@jalanpurvi,O
sent: 237,@StarMoviesIndia,O
sent: 237,i,O
sent: 237,wish,O
sent: 237,ke,O
sent: 237,aap,O
sent: 237,aur,O
sent: 237,main,O
sent: 237,ye,O
sent: 237,contest,O
sent: 237,jeete,O
sent: 238,You,O
sent: 238,are,O
sent: 238,wrong,O
sent: 238,Kanhaiya,B-PERSON
sent: 238,!,O
sent: 238,2002,O
sent: 238,Gujarat,B-PLACE
sent: 238,Riots,O
sent: 238,and,O
sent: 238,1984,O
sent: 238,Sikh,O
sent: 238,Riots,O
sent: 238,are,O
sent: 238,Different,O
sent: 238,:,O
sent: 238,Kanhaiya,B-PERSON
sent: 238,https://t.co/AFOWxmloWT,O
sent: 239,@KhanMobeena,O
sent: 239,Kitni,O
sent: 239,Ajeeb,O
sent: 239,hai,O
sent: 239,Gunaaho,O
sent: 239,ki,O
sent: 239,Justuju,O
sent: 239,#Iqbal,O
sent: 239,..!,O
sent: 239,Namaaz,O
sent: 239,bhi,O
sent: 239,jaldi,O
sent: 239,main,O
sent: 239,padtey,O
sent: 239,hain,O
sent: 239,log,O
sent: 239,phir,O
sent: 239,se,O
sent: 239,#gunaah,O
sent: 239,karne,O
sent: 239,k,O
sent: 239,liye,O
sent: 239,..!,O
sent: 240,RT,O
sent: 240,@Yamininisha30,O
sent: 240,:,O
sent: 240,Rahul,B-PERSON
sent: 240,Gandhi,I-PERSON
sent: 240,to,O
sent: 240,videshi,O
sent: 240,jata,O
sent: 240,rahana,O
sent: 240,hai,O
sent: 240,",",O
sent: 240,is,O
sent: 240,baar,O
sent: 240,vacations,O
sent: 240,ki,O
sent: 240,baat,O
sent: 240,",",O
sent: 240,kuchh,O
sent: 240,daal,O
sent: 240,me,O
sent: 240,kala,O
sent: 240,hai,O
sent: 240,#RahulOnLeave,O
sent: 241,#RailBudget2015,O
sent: 241,#PrabhuKiRail,O
sent: 241,"""",O
sent: 241,Prabhu,B-PERSON
sent: 241,der,O
sent: 241,aaye,O
sent: 241,par,O
sent: 241,durust,O
sent: 241,aaye,O
sent: 241,"""",O
sent: 241,This,O
sent: 241,budget,O
sent: 241,is,O
sent: 241,a,O
sent: 241,revolution,O
sent: 241,in,O
sent: 241,Modern,O
sent: 241,Indian,B-ORGANISATION
sent: 241,Railways,I-ORGANISATION
sent: 241,.,O
sent: 242,@Sadafawanvk,O
sent: 242,@aliaa08,O
sent: 242,@iamsrk,O
sent: 242,@ParineetiChopra,O
sent: 242,wow,O
sent: 242,wow,O
sent: 242,mujhe,O
sent: 242,bulaye,O
sent: 242,v,O
sent: 242,nhi,O
sent: 243,#TanuWedsManuReturns,O
sent: 243,(@,O
sent: 243,PVR,B-ORGANISATION
sent: 243,Cinemas,I-ORGANISATION
sent: 243,in,O
sent: 243,Pune,B-PLACE
sent: 243,",",O
sent: 243,Maharashtra,B-PLACE
sent: 243,),O
sent: 243,https://t.co/eYJWQl4G4j,O
sent: 244,To,O
sent: 244,all,O
sent: 244,Kashir,O
sent: 244,Panun,O
sent: 244,Herath,O
sent: 244,Mubarak,O
sent: 244,.,O
sent: 244,Happy,O
sent: 244,Mahashivratri,O
sent: 244,to,O
sent: 244,All,O
sent: 244,.,O
sent: 244,Shiv,B-PERSON
sent: 244,Shashwat,O
sent: 244,Hain,O
sent: 244,",",O
sent: 244,Sthir,O
sent: 244,Hain,O
sent: 244,",",O
sent: 244,ShantSalone,O
sent: 244,Hai,O
sent: 244,",",O
sent: 244,Utpatti,O
sent: 244,Ke,O
sent: 244,Data,O
sent: 244,",",O
sent: 244,ShivShabhu,O
sent: 245,Changed,O
sent: 245,the,O
sent: 245,channel,O
sent: 245,!!,O
sent: 245,Watching,O
sent: 245,Chhota,B-PERSON
sent: 245,Bheem,I-PERSON
sent: 245,in,O
sent: 245,Pogo,B-ORGANISATION
sent: 245,!!!,O
sent: 245,#IndvsSA,O
sent: 246,RT,O
sent: 246,@bscamishra,O
sent: 246,:,O
sent: 246,..,O
sent: 246,Jaise,O
sent: 246,Delhi,B-PLACE
sent: 246,waalon,O
sent: 246,ne,O
sent: 246,liya,O
sent: 246,tha,O
sent: 246,..,O
sent: 246,Ab,O
sent: 246,kyon,O
sent: 246,kahte,O
sent: 246,ho,O
sent: 246,#KejriwalSaySorry,O
sent: 246,..,O
sent: 246,https://t.co/LTwRdL77zf,O
sent: 247,RT,O
sent: 247,@saswat28,O
sent: 247,:,O
sent: 247,Famous,O
sent: 247,Shiva,B-PLACE
sent: 247,Temple,I-PLACE
sent: 247,of,O
sent: 247,#Odisha,O
sent: 247,.,O
sent: 247,#MahaShivratri,O
sent: 247,#,O
sent: 247,"""",O
sent: 247,@poorbitour,O
sent: 247,:,O
sent: 247,Kapilash,B-PLACE
sent: 247,Temple,I-PLACE
sent: 247,",",O
sent: 247,Dhenkanal,B-PLACE
sent: 247,",",O
sent: 247,Odisha,B-PLACE
sent: 247,.,O
sent: 247,http://t.co/4Pws,O
sent: 248,@205HiDeeps,O
sent: 248,arey,O
sent: 248,Ashuuu,B-PERSON
sent: 248,sir,O
sent: 248,ki,O
sent: 248,khaas,O
sent: 248,',O
sent: 248,Twamily,O
sent: 248,',O
sent: 248,ki,O
sent: 248,member,O
sent: 248,kyu,O
sent: 248,ni,O
sent: 248,baat,O
sent: 248,krungi,O
sent: 248,yar,O
sent: 248,!,O
sent: 248,Kamaal,O
sent: 248,krte,O
sent: 248,ho,O
sent: 248,ap,O
sent: 248,b,O
sent: 249,"""",O
sent: 249,@ATSBB,O
sent: 249,:,O
sent: 249,Rithvik,B-PERSON
sent: 249,Aur,O
sent: 249,Asha,B-PERSON
sent: 249,ka,O
sent: 249,Havan,O
sent: 249,khas,O
sent: 249,Mahashivratri,O
sent: 249,par,O
sent: 249,..,O
sent: 249,dekhiyega,O
sent: 249,zarur,O
sent: 249,sirf,O
sent: 249,SBB,O
sent: 249,me,O
sent: 249,2.30,O
sent: 249,Baje,O
sent: 249,http://t.co/w5I8s8xw3C,O
sent: 249,"""",O
sent: 249,excited,O
sent: 250,@newslaundry,O
sent: 250,@AbhinandanSekhr,O
sent: 250,awesome,O
sent: 250,interview,O
sent: 250,.,O
sent: 250,1st,O
sent: 250,interview,O
sent: 250,whr,O
sent: 250,kanaihya,B-PERSON
sent: 250,did,O
sent: 250,not,O
sent: 250,have,O
sent: 250,to,O
sent: 250,say-,O
sent: 250,sub,O
sent: 250,judice,O
sent: 250,after,O
sent: 250,every,O
sent: 250,second,O
sent: 250,line,O
sent: 251,RT,O
sent: 251,@ATSBB,O
sent: 251,:,O
sent: 251,Rithvik,B-PERSON
sent: 251,Aur,O
sent: 251,Asha,B-PERSON
sent: 251,ka,O
sent: 251,Havan,O
sent: 251,khas,O
sent: 251,Mahashivratri,O
sent: 251,par,O
sent: 251,..,O
sent: 251,dekhiyega,O
sent: 251,zarur,O
sent: 251,sirf,O
sent: 251,SBB,O
sent: 251,me,O
sent: 251,2.30,O
sent: 251,Baje,O
sent: 251,http://t.co/CvnXEQXAKO,O
sent: 251,"""",O
sent: 251,omgggggg,O
sent: 252,Mahashivratri,O
sent: 252,Rudrapujas,O
sent: 252,in,O
sent: 252,Pune,B-PLACE
sent: 252,with,O
sent: 252,Swami,B-PERSON
sent: 252,Pragyapadji,I-PERSON
sent: 252,.,O
sent: 252,http://t.co/VHIGH5h5km,O
sent: 253,Black,O
sent: 253,Suit,O
sent: 253,Punjabi,O
sent: 253,Video,O
sent: 253,Song,O
sent: 253,HD,O
sent: 253,Download,O
sent: 253,2014,O
sent: 253,by,O
sent: 253,Preet,B-PERSON
sent: 253,Harpal,I-PERSON
sent: 253,ft,O
sent: 253,.,O
sent: 253,Fateh,O
sent: 253,http://t.co/zuQ8xpXttB,O
sent: 254,@msteckchandani,O
sent: 254,@BishanBedi,O
sent: 254,@Rajini_rao63,O
sent: 254,Great,O
sent: 254,dialogue,O
sent: 254,from,O
sent: 254,the,O
sent: 254,famous,O
sent: 254,#MughaleAzam,O
sent: 254,Anarkali,B-PERSON
sent: 254,to,O
sent: 254,Saheb-e,B-PERSON
sent: 254,Alam,I-PERSON
sent: 255,#AfterTakingTwoPegs,O
sent: 255,Rahul,B-PERSON
sent: 255,Gandhi,I-PERSON
sent: 255,might,O
sent: 255,consider,O
sent: 255,himself,O
sent: 255,as,O
sent: 255,Smriti,B-PERSON
sent: 255,Irani,I-PERSON
sent: 255,.,O
sent: 256,@askubusk,O
sent: 256,Happy,O
sent: 256,#MahaShivratri,O
sent: 256,:),O
sent: 256,Krishna,B-PERSON
sent: 256,shiva,B-PERSON
sent: 256,devotee,O
sent: 256,ku,O
sent: 256,wish,O
sent: 256,panradha,O
sent: 256,paatha,O
sent: 256,happy,O
sent: 256,ah,O
sent: 256,irukku,O
sent: 256,:P,O
sent: 257,Jb,O
sent: 257,ap,O
sent: 257,risk,O
sent: 257,pr,O
sent: 257,sawal,O
sent: 257,yaad,O
sent: 257,krke,O
sent: 257,jao,O
sent: 257,or,O
sent: 257,paper,O
sent: 257,me,O
sent: 257,wo,O
sent: 257,sawal,O
sent: 257,lag,O
sent: 257,jae,O
sent: 257,..,O
sent: 257,*_*,O
sent: 257,^_^,O
sent: 257,#,O
sent: 257,_,O
sent: 258,It,O
sent: 258,was,O
sent: 258,a,O
sent: 258,conspiracy,O
sent: 258,against,O
sent: 258,us,O
sent: 258,~,O
sent: 258,Saeed,B-PERSON
sent: 258,Ajmal,I-PERSON
sent: 258,Pehle,O
sent: 258,seedhe,O
sent: 258,haath,O
sent: 258,se,O
sent: 258,bowl,O
sent: 258,daal,O
sent: 258,le,O
sent: 258,pagle,O
sent: 258,",",O
sent: 258,fir,O
sent: 258,moo,O
sent: 258,kholna,O
sent: 258,#Pakistan,O
sent: 258,#IndvsPak,O
sent: 259,@Madan_Chikna,O
sent: 259,maine,O
sent: 259,to,O
sent: 259,pahile,O
sent: 259,hi,O
sent: 259,bola,O
sent: 259,tha,O
sent: 259,...,O
sent: 259,ab,O
sent: 259,to,O
sent: 259,retweet,O
sent: 259,karde,O
sent: 259,bhai,O
sent: 259,...,O
sent: 259,tabhi,O
sent: 259,logo,O
sent: 259,ko,O
sent: 259,pata,O
sent: 259,chalega,O
sent: 259,..,O
sent: 259,tere,O
sent: 259,jaise,O
sent: 259,follower,O
sent: 259,kaha,O
sent: 259,hame,O
sent: 259,..,O
sent: 260,RT,O
sent: 260,@InternetHinduz,O
sent: 260,:,O
sent: 260,"""",O
sent: 260,Sonia,B-PERSON
sent: 260,ji,O
sent: 260,aap,O
sent: 260,corruption,O
sent: 260,karo,O
sent: 260,",",O
sent: 260,hum,O
sent: 260,aapke,O
sent: 260,saath,O
sent: 260,hain,O
sent: 260,"""",O
sent: 260,@INCIndia,O
sent: 260,workers,O
sent: 260,#SoniaRahulHazirHo,O
sent: 260,https://t.co/o4eO3FeX4g,O
sent: 261,RT,O
sent: 261,@IndiaHistorypic,O
sent: 261,:,O
sent: 261,1880s,O
sent: 261,:,O
sent: 261,Kashi,B-PLACE
sent: 261,Vishwanath,I-PLACE
sent: 261,Temple,I-PLACE
sent: 261,",",O
sent: 261,Varanasi,B-PLACE
sent: 261,",",O
sent: 261,one,O
sent: 261,of,O
sent: 261,12,O
sent: 261,Jyotirlingas,O
sent: 261,of,O
sent: 261,Lord,O
sent: 261,Shiva,B-PERSON
sent: 261,#MahaShivratri,O
sent: 261,http://t.co/J6L8Y4QmZb,O
sent: 261,"""",O
sent: 262,RT,O
sent: 262,@BT_India,O
sent: 262,:,O
sent: 262,#RailBudget2015,O
sent: 262,"""",O
sent: 262,Hey,O
sent: 262,Prabhu,B-PERSON
sent: 262,",",O
sent: 262,ye,O
sent: 262,kaise,O
sent: 262,hoga,O
sent: 262,?,O
sent: 262,"""",O
sent: 262,@sureshpprabhu,O
sent: 262,cracks,O
sent: 262,jokes,O
sent: 262,in,O
sent: 262,speech,O
sent: 262,http://t.co/xs560UjscX,O
sent: 262,#BudgetBT,O
sent: 262,http://t,O
sent: 262,.,O
sent: 263,RT,O
sent: 263,@iG_Butt,O
sent: 263,:,O
sent: 263,Men,O
sent: 263,are,O
sent: 263,from,O
sent: 263,"""",O
sent: 263,send,O
sent: 263,your,O
sent: 263,pic,O
sent: 263,"""",O
sent: 263,Women,O
sent: 263,are,O
sent: 263,from,O
sent: 263,"""",O
sent: 263,dekh,O
sent: 263,k,O
sent: 263,delete,O
sent: 263,kar,O
sent: 263,dena,O
sent: 263,"""",O
sent: 264,RT,O
sent: 264,@ggiittiikkaa,O
sent: 264,:,O
sent: 264,Kejriwal,B-PERSON
sent: 264,sir,O
sent: 264,has,O
sent: 264,so,O
sent: 264,many,O
sent: 264,degrees,O
sent: 264,.,O
sent: 264,Yesterday,O
sent: 264,he,O
sent: 264,slammed,O
sent: 264,dharnas,O
sent: 264,.,O
sent: 264,Today,O
sent: 264,he,O
sent: 264,took,O
sent: 264,180,O
sent: 264,degrees,O
sent: 264,and,O
sent: 264,sat,O
sent: 264,on,O
sent: 264,dharna,O
sent: 264,himself,O
sent: 264,http,O
sent: 265,Sbi,O
sent: 265,exited,O
sent: 265,h,O
sent: 265,k,O
sent: 265,pakistan,B-PLACE
sent: 265,harega,O
sent: 265,...,O
sent: 265,aree,O
sent: 265,ye,O
sent: 265,koi,O
sent: 265,nai,O
sent: 265,baat,O
sent: 265,h,O
sent: 265,kya,O
sent: 265,...,O
sent: 265,#IndvsPak,O
sent: 266,Anna,B-PERSON
sent: 266,ki,O
sent: 266,Rajneeti,O
sent: 266,class,O
sent: 266,join,O
sent: 266,karen,O
sent: 266,aur,O
sent: 266,1,O
sent: 266,sal,O
sent: 266,mai,O
sent: 266,bne,O
sent: 266,CM,O
sent: 266,.,O
sent: 266,#WhereIsRahul,O
sent: 266,#RahulOnLeave,O
sent: 266,#RSSQuestionsTeresa,O
sent: 267,Virat,B-PERSON
sent: 267,Kohli,I-PERSON
sent: 267,is,O
sent: 267,used,O
sent: 267,to,O
sent: 267,making,O
sent: 267,good,O
sent: 267,partnerships,O
sent: 267,with,O
sent: 267,the,O
sent: 267,sharmas,B-PERSON
sent: 267,:),O
sent: 267,#IndvsWI,O
sent: 267,#wt20,O
sent: 268,Paaji,O
sent: 268,@sachin_rt,O
sent: 268,mujhe,O
sent: 268,bhi,O
sent: 268,reply,O
sent: 268,kar,O
sent: 268,do,O
sent: 268,na,O
sent: 268,..,O
sent: 269,RT,O
sent: 269,@Atheist_Krishna,O
sent: 269,:,O
sent: 269,Pic,O
sent: 269,1,O
sent: 269,:,O
sent: 269,Bangladesh,B-PLACE
sent: 269,fans,O
sent: 269,Before,O
sent: 269,the,O
sent: 269,match,O
sent: 269,.,O
sent: 269,Pic,O
sent: 269,2,O
sent: 269,:,O
sent: 269,Bangladesh,B-PLACE
sent: 269,fans,O
sent: 269,After,O
sent: 269,the,O
sent: 269,match,O
sent: 269,#AsiaCupT20Final,O
sent: 269,.,O
sent: 269,https://t.co/aZm4,O
sent: 270,@MTVRoadies,O
sent: 270,kya,O
sent: 270,chutiya,O
sent: 270,personalties,O
sent: 270,he,O
sent: 270,vo,O
sent: 271,RT,O
sent: 271,@IndianRailMedia,O
sent: 271,:,O
sent: 271,Karad,B-PLACE
sent: 271,-,O
sent: 271,Chiplun,B-PLACE
sent: 271,Railway,O
sent: 271,Route,O
sent: 271,(,O
sent: 271,112,O
sent: 271,km,O
sent: 271,),O
sent: 271,1200,O
sent: 271,crore,O
sent: 271,Rupess,O
sent: 271,planned,O
sent: 271,investment,O
sent: 271,via,O
sent: 271,@abpmajhatv,O
sent: 271,@Narendra_IRTS,O
sent: 271,#RailBudget20,O
sent: 272,@Integrated_me,O
sent: 272,sleep,O
sent: 272,ka,O
sent: 272,koi,O
sent: 272,shape,O
sent: 272,nahi,O
sent: 272,hota,O
sent: 272,sahab,O
sent: 273,@DKhantastic,O
sent: 273,Agar,O
sent: 273,politicians,O
sent: 273,ke,O
sent: 273,haath,O
sent: 273,me,O
sent: 273,solution,O
sent: 273,na,O
sent: 273,chodte,O
sent: 273,to,O
sent: 273,na,O
sent: 273,Jaat,O
sent: 273,agitation,O
sent: 273,hota,O
sent: 273,aur,O
sent: 273,na,O
sent: 273,Kashmir,B-PLACE
sent: 273,ki,O
sent: 273,barbaadi,O
sent: 273,.,O
sent: 274,RT,O
sent: 274,@indiantweeter,O
sent: 274,:,O
sent: 274,Pic,O
sent: 274,1,O
sent: 274,:,O
sent: 274,Bangladeshi,B-PLACE
sent: 274,holding,O
sent: 274,dhoni's,B-PERSON
sent: 274,head,O
sent: 274,Pic,O
sent: 274,2,O
sent: 274,:,O
sent: 274,Dhoni,B-PERSON
sent: 274,holding,O
sent: 274,Bangladeshi,B-PLACE
sent: 274,team,O
