tokens,ner_tags
"[['Waah', 're', 'dramebaaji', 'waah', 'insaan', 'ke', 'zindagi', 'ke', 'saath', 'khelo', 'bass.', 'Vote', 'toh', 'bewakoof', 'bana', 'kar', 'mil', 'hi', 'jayega', '#smogindelhi', '@ashokshrivasta6']]","[['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Twitter', 'pe', 'hi', 'solve', 'karlo', 'sab', 'bhai,', 'outdoor', 'waise', 'bhi', 'safe', 'nhi', 'aur', 'ab', 'to', 'idhar', '#280charcters', 'bhi', 'hain.', '#smogindelhi']]","[['B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@anumuae', 'LOL', ',', 'Pehle', 'tum', 'log', 'tumhari', 'Kom', 'walo', 'ko', 'samjhao', 'ki', 'Atankwadi', 'banna', 'choad', 'de']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Bhai', 'kamaal', 'Ho', 'gya.', '@ArvindKejriwal', 'Aur', '@capt amarinder', 'Ne', '#DelhiSmog', '#delhipollution', 'ki', 'sari', 'baten', 'twitter', 'pe', 'hi', 'kar', 'li.', 'Bt', 'zameen', 'pe', 'haqiqat', 'me', 'iss', 'samasya', 'ka', 'nidan', 'kaun', 'karega ? ? ? ? ', '@KapilMishraAAP', '@TajinderBagga', '@DrKumarVishwas', '#modiji', 'ko', 'hi', 'karna', 'hoga.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#smogindelhi', '@ArvindKejriwal', 'sirf', 'twitter', 'pe', 'hi', 'kaam', 'karoge ? ', 'Sirf', 'tweet', 'karna', 'aur', 'retweet', 'karne', 'ka', 'hi', 'kaam', 'bacha', 'hai', 'CM ? ', 'kabhi', 'delhi', 'me', 'bhi', 'kuch', 'kaam', 'kar', 'lo', '0']]","[['O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Sir', 'agar', 'gaane', 'ki', 'jagah', 'sab', 'milkar', 'kujh', 'rukh', 'laye', 'har', 'weekend', 'par', 'toh', 'shayad', 'aap', '#Delhi', 'ko', 'our', 'bhi', 'khubsoorat', 'bana', 'sakte', 'ho.', 'Rukh', 'lagao', 'pariyavarn', 'bachao.', '#climatechange', '#smogindelhi', '#cleanair', '#environment']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#Notebandi', 'haay', 'tauba', 'machane', 'wale', 'wahi', 'h', 'jinki', 'kaali', 'kamai', 'doob', 'gyi', 'sirf', 'aur', 'sirf', 'wahi', 'log', 'black', 'day', 'mana', 'rahe', 'h', '0', 'Baki', 'hum', 'to', 'anti', 'blackmoney', 'day', 'manayenge', '0']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#Padmavati', 'making', 'shuru', 'thi', 'tab', 'kahan', 'the', 'ye', 'pagal', 'log.', 'faltu', 'kamo', 'k', 'liye', 'time', 'h,', '#DelhiPollution', 'k', 'liye', 'kuch', 'Karo', 'itna', 'time', 'h', 'toh.', 'or', 'jise', 'nahi', 'dekhna', 'vo', 'Na', 'dekhe', 'movie', 'koi', 'jabardasti', 'to', 'nai', 'h.', '#padmavatifight', '#PadmavatiControversy']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Let', '#RahulRoy', 'start', 'campaigning', 'in', 'Delhi', 'with']]","[['O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O']]"
"[['Saanson', 'ki', 'jaroorat', 'hain', 'jaise', 'zindegi', 'ki', 'liye.', '#smogindelhi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Delhi', 'main', 'koi', 'abhi', 'pollution', 'under', 'control', 'ka', 'challan', 'kaat', 'raha', 'hai', 'kya ? ', '#DelhiPollution', '#delhiAirpollution']]","[['B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Kejriwal', 'sarkar', 'ne', 'haryana', 'sarkar', 'se', 'bat', 'ki', 'or', 'haryana', 'sarkar', 'ne', 'punjab', 'sarkar', 'se', 'phir', 'punjab', 'sarkar', 'ne', 'kejriwal', 'sarkar', 'se', 'bat', 'ki', 'or', 'isi', 'tarah', 'bat', 'chalti', 'rahi', 'or', 'baton', 'se', 'delhi', 'ka', 'pollution', 'khatam', 'ho', 'gaya', '#DelhiSmog']]","[['B-PERSON', 'B-ORGANISATION', 'O', 'B-PLACE', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'B-PLACE', 'B-ORGANISATION', 'O', 'B-PLACE', 'B-ORGANISATION', 'O', 'O', 'B-PLACE', 'B-ORGANISATION', 'O', 'B-PLACE', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#delhiAirpollution', 'And', 'd', 'not', 'important', 'thing', 'is', ',', 'Ki', 'jabse', 'pollution', 'badha', 'hai,', '#ArvindKejriwal', 'ko', 'Khaasi', 'bi', 'nae', 'aa', 'Rae.', 'Sabki', 'halat', 'khrab', 'hai.', 'Kejrival', 'ji', 'ki', 'sae', 'hai.', 'Mahapurush', 'hone', 'Ka', 'ek', 'aur', 'Suboot.', '#KejriwalChokedDelhi', '#smogindelhi', '#saansbandi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['RT', '@harakhpadudo', ':', '@sagarcasm', 'Obama', 'to', 'modi', 'on', 'phone', ':', 'happy', 'Diwali', 'Modi', ':', 'Thank', 'you', 'Obama', ':', 'you', 'are', 'welcome', '.', 'Modi', ':', 'ya', 'sure', '.', 'after', 'UK', 'visit', '.']]","[['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O']]"
"[['Ab', 'bi', 'Bagwan', 'hi', 'kuch', 'help', 'kar', 'Rahe', 'hai.', 'Hamari', 'govt', 'aur', 'authorities', 'kuch', 'nahi', 'kar', 'payi', '@ArvindKejriwal', '@PMOIndia', '0', '#DelhiSmog']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#delhipollution', 'pe', 'to', 'wo', 'log', 'bhi', 'Gyan', 'pel', 'rahe', 'hain', 'Jo', 'subah', 'se', 'shaam', 'tk', 'na', 'Jane', 'kitne', 'cigarettes', 'fook', 'jaate', 'h.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Patakhe', 'bann', 'hone', 'ke', 'baad', 'bhi', 'itne', 'patakhe', 'phode', 'gye', 'hai', 'agar', 'bann', 'na', 'hote', 'to', 'ye', 'to', 'puri', '@delhi', 'jala', 'dete', 'bc']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Garib', 'kal', 'bhi', 'Carib', 'the', ',', 'aj', 'bhi', 'garib', 'hai', '.', '#notebandi', 'sirf', 'corruption', 'k', 'khilaf', 'thi', ',', 'jo', 'bhut', 'hadd', 'tak', 'control', 'me', 'aa', 'gayi', 'hai', '.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Yahan', 'presstitute', '#delhipollution', 'par', 'charhca', 'Kar', 'rahe', 'Hain', 'wahin', 'PM', 'Modi', 'Kedarnath', 'chale', 'Gaye.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'B-PLACE', 'O', 'O']]"
"[['#delhipollution', 'jinhe', 'delhi', 'me', 'pollution', 'dikh', 'rha', 'hai', 'wo', 'delhi', 'se', 'bahar', 'ja', 'ke', 'rahe', 'bar', 'diwali', 'to', 'har', 'bar', 'manegi', 'aur', 'patakhe', 'bhi', 'khub', 'jalenge']]","[['O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Patriotism', 'mein', 'to', 'jeet', 'gaye', 'hum', 'log.ab', 'ye', 'pollution', 'se', 'kaise', 'jeetenge ? ? ']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['OMG', 'my', 'lord', 'ye', 'kya', 'ho', 'gya,', 'apki', 'to', 'puri', 'pant', 'hi', 'utar', 'di', 'delhi', 'walo', 'ne,', 'ab', 'shayad', 'tumhe', 'apni', 'aukat', 'pta', 'chal', 'gyi', 'hogi', 'my', 'lord', '#delhipollution']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#delhipollution', 'delhi', 'wale', 'bhi', 'bihar', 'wale', 'ke', 'tarah', 'hi', 'nikle', 'ban', 'ka', 'koi', 'asar', 'hi', 'mehsoos', 'nhi', 'hone', 'diya', 'DHUAA', 'DHUAA', 'KAR', 'DIYA']]","[['O', 'B-PLACE', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@ArvindKejriwal', 'sir,', 'kuch', 'dino', 'baad', 'X Mus', 'aur', 'NewYear', 'eve', 'hai.Abhi', 'se', 'patake', 'ban', 'kr', 'do,kya', 'last', 'moment', 'me', 'Punjab', 'Haryana', 'ko', 'kosna', '.', '#SupremeCourtOfIndia', '#CJI', '#DelhiSmog', '#CrackerBan', '#AvoidFoggyNewYearInDelhi', '#delhipollution']]","[['O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Srilanka', 'won', 'because', 'of', '#NaMo', 'in', 'their', 'National', 'Anthem', '.', '#SLvsInd', '#IndvSL', '#wt20final', '#BJPManifesto', 'Ab', 'ki', 'Baar', '.', ' ) ']]","[['B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Srilankan', 'team', 'uss', 'Bache', 'ki', 'tarah', 'Hai', 'jiske', 'paas', 'bat', 'hota', 'Hai', 'aur', 'bas', 'batting', 'leke', 'bhaag', 'jaata', 'hai', '.', 'ab', 'khatam', 'ho', 'Gaya', 'pollution', '.', '#INDvSL', '#DelhiSmog']]","[['B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Sir', 'yeh', 'tradition', 'aur', 'harmony', 'dilli', 'ncr', 'mein', 'nahi', 'dikhta', 'smog', 'ke', 'kaaran', '0', 'Kuch', 'kijiye', 'aap', 'environment', 'minister', 'hai']]","[['O', 'O', 'O', 'O', 'O', 'B-PLACE', 'I-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Mask', 'toh', 'Srilanka', 'walo', 'ne', 'tab', 'bhi', 'nahi', 'lagye', 'the,', 'jab', 'Hanumanji', 'ne', 'lanka', 'me', 'aag', 'lagayi', 'thi', '#Virupanti', '#INDvSL', '#DelhiSmog']]","[['O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Whenever', 'I', 'hear', 'Mitro', '#Notebandi', 'se', 'desh', 'ko', 'kitna', 'fayda', 'hua', ',', 'bhrastachar', 'khatam', 'ho', 'gaya', ',', 'black', 'money', 'ka', 'bilkul', 'safaya', 'ho', 'gaya', ',', 'poora', 'desh', 'digital', 'transaction', 'karne', 'laga', ',', 'is', 'se', 'kisi', 'ko', 'koi', 'pareshani', 'nahi', 'hui', '0', 'Inner', 'Me', ':']]","[['O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Koi', 'Dilli', 'main', 'bhi', 'boond', 'do', 'boond', 'baarish', 'bhej', 'do', ',', 'we', 'want', 'to', 'breathe', '#Frustration', '#delhipollution', '#DelhiGasChamber']]","[['O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Match', 'badi', 'ya', 'Jaan', ' ? ', 'Debate', 'on', 'Aajtak', '#kejriwal', '#officeofRG', '#cricketmatchdelhismog', '#delhiAirpollution', '#BJP4Delhi', '#kavitaashok', '#BCCI']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#delhipollution', 'ab', 'toh', 'bhai', 'guests', 'bhi', 'mask', 'pehn', 'rahe', 'hai', '.', 'kuch', 'kar', 'Lo', '.', 'nhi', 'toh', 'kya', 'pta', 'kal', 'ko', 'mask', '0', 'bhi', 'sports', 'equipment', 'jaise', 'bikegi', 'delhi', 'mein']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O']]"
"[['jbki', 'Haryana', 'ne', 'tested', 'technology', 'ki', 'offer', 'bhi', 'kri', 'hai', 'isko', 'lekin', 'Delihi', 'ki', 'kismat', 'footi', 'hai', 'to', 'kya', 'kre.', 'ye', 'chahta', 'nhi', 'ki', 'Haryana', 'ki', 'help', 'se', '#SmogInDelhi', 'ka', 'ilaaj', 'ho', '0']]","[['O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['tum', 'results', 'khud', 'chk', 'kr', 'skte', 'ho', '0', '&', 'Delhi', 'waalo', 'ko', 'bta', 'skte', 'ho']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O']]"
"[['jbki', 'Haryana', 'ne', 'itna', 'shandar', 'solution', 'diya', 'hai', '#SmogInDelhi', 'se', 'mukti', 'paane', 'kaa', 'per', 'kejriwal', 'brain', 'bechaare', 'ko', 'kuchh', 'smjh', 'hi', 'nhi', 'aa', 'rha', 'kya', 'kiya', 'jaaye', '0']]","[['O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['RT', '@IndianExpress', ':', 'Live', '#RailBudget2015', ':', 'Swaach', 'Bharat', 'Abhiyan', 'will', 'be', 'implemented', 'in', 'railways', '.', 'Cleanliness', 'is', 'a', 'priority', ':', 'Prabhu', 'URL', '.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']]"
"[['Har', 'insaan', 'ke', 'fefde', 'alag', 'hote', 'hain,', 'isi', 'liye', 'Mathews', 'ko', 'itni', 'pareshani', 'nahi', 'ho', 'rahi', ' ', 'this', 'is', 'what', '#NehraJi', 'just', 'said', 'on', 'commentary', '0', '#INDvAUS', '#DelhiPollution']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Delhi', 'walo', 'ko', '#bright', '#sunlight', 'nai', 'mil', 'rahi,', '#bright', '#future', 'kahan', 'se', 'milega.']]","[['B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Thank', 'god,', 'KOI', 'MIL', 'GAYA', 'was', 'made', 'in', '2003', 'Abhi', 'bani', 'hoti', 'to', 'Jadu', 'dhup', 'dhup', 'krta', 'rehta', 'aur', 'milta', 'sirf', '#pollution.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Smog', 'to', 'ek', 'Bahana', 'hai,', 'reality', 'main', 'hum', 'muh', 'dikhane', 'k', 'Kabil', 'nai', 'rahe!', '#DelhiSmog', '#INDvSL', '@sagarcasm']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Party', 'dene', 'ke', 'naam', 'per', 'toh', 'kuch', 'log', 'dehli', 'ho', 'jate', 'hai.', 'Dikhai', 'hi', 'nahi', 'dete.', '#smogindelhi', '#smog']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Yeh', 'climate', 'nhi', 'change', 'hua', 'hai.', 'hum', 'change', 'ho', 'Gaye', 'hai.', '#smogindelhi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Har', 'cheez', 'ke', 'liye', 'Sarkar', 'Doshi', 'nahi', 'hoti', 'hai.kuch', 'cheezon', 'ke', 'liye', 'Bus', 'aur', 'Car', 'bhi', 'doshi', 'hoti', 'hai', '#Delhipollution']]","[['O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Ab', 'Kejriwal', 'ji', 'bas', 'yeh', 'naa', 'kehne', 'lag', 'jaaye', 'ki', 'air', 'purifier', 'banane', 'wali', 'companies', 'to', 'fayda', 'pahuchane', 'ke', 'liye', 'modiji', 'ne', 'delhi', 'me', 'pollution', 'karwaya', 'hai.']]","[['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PLACE', 'O', 'O', 'O', 'O']]"
"[['Aalam', 'ye', 'h', 'ki', 'wo', 'log', 'pollution', 'pe', 'chinta', 'jahir', 'kr', 'rhe', 'hai', 'jo', 'phle', 'saal', 'bhar', 'to', 'AC', 'wale', 'rooms', 'mai', 'baithe', 'rhte', 'hai', 'aur', 'ab', 'air', 'purifier', 'lgwa', 'k', 'ghr', 'k', 'andr', 'se', 'bhasanbazi', 'kr', 'rhe', 'hai', '#smogindelhi', '#dirtypolitics']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Delhi', 'me', 'hookah', 'kya', 'ban', 'kiya,', 'poora', 'delhi', 'hi', 'hookah', 'ban', 'gaya.', '#smogindelhi', '#dheentDelhi']]","[['B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@ArvindKejriwal', 'Totaly', 'chutiyapa', 'suru', 'kar', 'diya', '.', 'Yadi', 'tu', 'sahi', 'hai', 'public', 'waise', 'hi', 'jita', 'degi', '.', 'Ye', 'sab', 'nutanki', 'mat', 'kar']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Listening', 'to', '@Rishiji', 'URL', '#HappyMahaShivratri', 'Mahashivratri', 'ki', 'hardik', 'shubhkaamnaye', '!']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Aur', 'meri', 'saans', 'toh', 'wahin', 'Atakk', 'si', 'gayi', 'jab', 'maine', 'Delhi', 'ke', 'launde', 'ko', 'Smog', 'mein', 'bhi', 'Hookah', 'Ring', 'banate', 'dekha.', '#DelhiSmog']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Aj', 'wahi', 'Din', 'hai', 'jise', 'hum', 'bhul', 'nahi', 'sakte', 'jab', 'kala', 'bajariyon', 'ki', 'nind', 'ud', 'gayee', 'thi', '0', 'We', 'r', 'thankful', 'to', 'our', 'PM', 'for', '#Notebandi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']]"
"[['And', 'am', 'still', 'waiting', 'for', 'Mr.', 'Arvind', 'Kejriwal', ""'s"", 'statement', 'Ye', 'Itni', 'Smog', 'jo', 'hai', 'naa', 'ji', 'aaj', 'Dilli', 'mein', ',', 'Iske']]","[['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O']]"
"[['Modi', 'ji', 'ka', 'Hath', 'hai.', 'Ye', 'scam', 'hai', 'ji', '#DelhiSmog']]","[['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@ArvindKejriwal', 'pranaam', 'sir.', 'kuch', 'inner', 'party', 'issues', 'hai', 'kya', 'sir ? ', 'AAP', 'log', 'AAPas', 'mein', 'kuch', 'tweet', 'kijiye', 'na', 'sir', '#DelhiSmog', 'pe.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Baki', 'desh', 'me', 'Fog', 'chal', 'raha', 'hai,', 'Delhi', 'me', 'smog', 'chal', 'raha', 'hai.', '#DelhiSmog', '#delhipollution']]","[['O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Agar', '#DelhiSmog', 'jaisa', 'kissa', 'kisi', '#BJP', 'elected', 'state', 'me', 'hota', 'toh', '#Congress', 'kehti', '#Modi', 'ki', 'chaal', 'hai', 'Air', 'Purifier', 'ka', 'sale', 'badhaane', 'ki', '#Twitter280Characters', '#smogindelhi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Pahele', 'ladkiya', 'Delhi', 'ke', 'fog', 'ke', 'saath', 'photo', 'lete', 'the', 'ab', 'Delhi', 'ke', 'smog', 'ke', 'saath', 'lete', 'hai', 'aur', 'fir', 'smog', 'unki', 'leta', 'hai.']]","[['O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#smog', '#smogindelhi', 'bhaiyya', 'Delhi', 'mein', 'election', 'ka', 'ailaan', 'kar', 'do,', 'phir', 'dekho', 'kaise', 'sab', 'log', 'action', 'lete', 'hain', 'smog', 'ko', 'dur', 'karne', 'ke', 'liye.']]","[['O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
